Home Zip/Postal,First Date Received,Last Date Received,# of Gifts,Avg. Contribution Amount,Total Amount
48708,10/19/17,5/7/24,78,$26.50,"$2,067.00"
55304,3/19/10,5/18/24,78,$163.40,"$12,745.20"
59102,11/14/18,5/1/24,78,$17.71,"$1,381.38"
60506,10/28/06,5/16/24,78,$36.64,"$2,857.92"
60706,12/23/11,5/2/24,78,$40.46,"$3,155.88"
65807,6/1/06,5/4/24,78,$90.72,"$7,076.16"
75227,5/20/09,5/19/24,78,$39.81,"$3,105.18"
7621,11/19/13,5/15/24,78,$75.18,"$5,864.04"
78076,7/26/16,4/13/24,78,$20.58,"$1,605.24"
78233,12/17/08,4/4/24,78,"$1,501.88","$117,146.64"
78754,7/22/09,4/30/24,78,$35.83,"$2,794.74"
80915,11/4/12,5/8/24,78,$18.14,"$1,414.92"
85323,3/16/16,5/19/24,78,$29.92,"$2,333.76"
85345,7/22/09,4/30/24,78,$43.26,"$3,374.28"
86436,6/23/11,5/20/24,78,$17.13,"$1,336.14"
90301,12/27/11,5/18/24,78,$54.44,"$4,246.32"
93013,3/23/20,5/18/24,78,$367.75,"$28,684.50"
93268,4/5/20,5/19/24,78,$18.95,"$1,478.10"
94014,6/14/19,5/20/24,78,$179.47,"$13,998.66"
98022,12/2/11,4/26/24,78,$78.09,"$6,091.02"
98178,12/15/09,5/15/24,78,$54.49,"$4,250.22"
10473,7/13/17,5/17/24,79,$35.72,"$2,821.88"
15001,3/23/15,5/17/24,79,$35.00,"$2,765.00"
19970,10/30/12,5/8/24,79,$87.15,"$6,884.85"
21216,12/28/17,5/6/24,79,$72.15,"$5,699.85"
21227,11/28/17,5/13/24,79,$67.59,"$5,339.61"
21244,7/24/12,5/10/24,79,$58.75,"$4,641.25"
23661,7/21/18,5/3/24,79,$40.08,"$3,166.32"
2541,11/16/17,5/20/24,79,$15.85,"$1,252.15"
27114,12/29/07,5/19/24,79,$49.56,"$3,915.24"
28138,6/1/18,5/9/24,79,$84.53,"$6,677.87"
30028,12/6/07,5/18/24,79,$172.22,"$13,605.38"
30720,9/6/14,5/5/24,79,$64.24,"$5,074.96"
30765,7/13/20,5/10/24,79,$24.43,"$1,929.97"
31024,11/15/10,5/18/24,79,$25.38,"$2,005.02"
32738,6/3/06,3/9/24,79,$46.73,"$3,691.67"
35124,12/15/12,5/19/24,79,$31.94,"$2,523.26"
38305,1/7/10,5/16/24,79,$207.34,"$16,379.86"
40361,11/20/17,11/20/23,79,$85.63,"$6,764.77"
48304,12/11/14,4/23/24,79,$193.04,"$15,250.16"
48318,6/23/09,4/7/16,79,$15.06,"$1,189.74"
49649,11/17/17,5/20/24,79,$26.05,"$2,057.95"
49721,12/30/09,4/22/24,79,$45.95,"$3,630.05"
53022,12/31/08,4/22/24,79,$185.96,"$14,690.84"
53183,12/16/14,12/27/23,79,$675.00,"$53,325.00"
5452,6/2/08,5/1/24,79,$90.72,"$7,166.88"
55345,11/21/06,5/21/24,79,$81.90,"$6,470.10"
57719,11/2/12,5/12/24,79,$135.82,"$10,729.78"
59405,11/24/14,4/25/24,79,$50.70,"$4,005.30"
60475,4/12/17,4/27/24,79,$12.03,$950.37
6082,12/6/14,5/7/24,79,$87.52,"$6,914.08"
6517,12/21/06,5/19/24,79,$126.75,"$10,013.25"
70113,1/19/20,5/3/24,79,$12.41,$980.39
70342,10/25/21,5/17/24,79,$24.55,"$1,939.45"
7094,5/20/10,5/12/24,79,$56.86,"$4,491.94"
7481,11/21/06,4/22/24,79,$459.63,"$36,310.77"
7716,12/16/06,5/8/24,79,$115.95,"$9,160.05"
77339,8/29/16,5/10/24,79,$78.16,"$6,174.64"
81647,4/24/20,5/20/24,79,$24.18,"$1,910.22"
8243,6/22/17,5/21/24,79,$109.49,"$8,649.71"
85377,6/21/16,4/26/24,79,$70.25,"$5,549.75"
85719,12/14/06,5/18/24,79,$61.90,"$4,890.10"
91790,12/23/08,5/14/24,79,$57.28,"$4,525.12"
93534,12/3/19,5/20/24,79,$47.47,"$3,750.13"
93545,11/19/14,11/28/23,79,$61.08,"$4,825.32"
95307,11/11/11,5/13/24,79,$18.68,"$1,475.72"
95843,11/14/07,5/3/24,79,$67.29,"$5,315.91"
98093,12/11/20,5/19/24,79,$19.54,"$1,543.66"
98584,12/12/11,12/29/23,79,$67.15,"$5,304.85"
98632,5/26/11,4/24/24,79,$63.22,"$4,994.38"
11109,10/7/18,4/26/24,80,$94.56,"$7,564.80"
11716,9/3/17,4/27/24,80,$19.95,"$1,596.00"
1267,9/7/12,5/4/24,80,$58.73,"$4,698.40"
13502,12/2/13,5/20/24,80,$200.30,"$16,024.00"
16046,12/13/06,5/15/24,80,$48.88,"$3,910.40"
18324,12/21/10,5/2/24,80,$25.44,"$2,035.20"
18612,3/29/20,4/25/24,80,$67.13,"$5,370.40"
24015,2/15/16,5/12/24,80,$106.05,"$8,484.00"
24128,11/3/16,5/18/24,80,$38.25,"$3,060.00"
28080,1/25/17,12/11/23,80,$23.46,"$1,876.80"
30655,4/16/12,5/7/24,80,$32.75,"$2,620.00"
33441,12/17/08,3/22/24,80,$59.09,"$4,727.20"
34484,3/2/13,9/18/23,80,$83.29,"$6,663.20"
34652,11/11/11,5/8/24,80,$28.50,"$2,280.00"
3904,7/26/12,4/27/24,80,$49.50,"$3,960.00"
45373,10/26/06,5/17/24,80,$89.19,"$7,135.20"
46383,6/17/08,5/19/24,80,$112.75,"$9,020.00"
48382,11/27/18,5/12/24,80,$40.09,"$3,207.20"
53507,12/31/13,8/2/20,80,$28.44,"$2,275.20"
54205,4/9/20,5/20/24,80,$21.19,"$1,695.20"
57702,11/23/14,5/12/24,80,$234.93,"$18,794.40"
58103,4/22/10,5/4/24,80,$69.94,"$5,595.20"
60453,3/24/19,5/18/24,80,$77.11,"$6,168.80"
60503,12/16/09,5/2/24,80,$109.98,"$8,798.40"
63112,3/18/14,5/9/24,80,$42.25,"$3,380.00"
63701,2/17/08,5/15/24,80,$56.83,"$4,546.40"
70118,12/24/06,4/30/24,80,$191.88,"$15,350.40"
74133,5/8/08,5/20/24,80,$128.40,"$10,272.00"
7452,12/24/06,5/13/24,80,$244.88,"$19,590.40"
75010,12/14/06,5/4/24,80,$87.70,"$7,016.00"
7604,2/18/10,5/20/24,80,$30.78,"$2,462.40"
78418,11/7/15,4/25/24,80,$91.63,"$7,330.40"
80465,12/11/14,5/20/24,80,$109.41,"$8,752.80"
80923,4/2/08,5/12/24,80,$53.98,"$4,318.40"
81505,11/16/17,5/21/24,80,$28.50,"$2,280.00"
84107,3/20/14,5/3/24,80,$61.59,"$4,927.20"
85901,3/29/20,5/7/24,80,$55.39,"$4,431.20"
95425,9/2/19,5/19/24,80,$55.00,"$4,400.00"
99338,3/23/19,12/29/23,80,$22.66,"$1,812.80"
11559,12/2/14,5/10/24,81,$24.78,"$2,007.18"
11735,3/29/20,5/13/24,81,$63.37,"$5,132.97"
14568,2/22/16,5/14/24,81,$20.96,"$1,697.76"
15143,12/14/11,5/20/24,81,$226.88,"$18,377.28"
18960,3/26/20,5/4/24,81,$32.41,"$2,625.21"
20833,12/29/11,5/20/24,81,$70.16,"$5,682.96"
2771,6/7/10,5/17/24,81,$41.36,"$3,350.16"
27958,11/25/14,5/9/24,81,$41.58,"$3,367.98"
2893,4/8/18,5/20/24,81,$36.57,"$2,962.17"
30060,7/22/09,5/2/24,81,$70.30,"$5,694.30"
32132,9/17/16,4/7/24,81,$24.46,"$1,981.26"
33566,3/27/15,5/18/24,81,$21.60,"$1,749.60"
33570,11/16/06,5/21/24,81,$45.68,"$3,700.08"
38654,12/31/14,5/20/24,81,$42.58,"$3,448.98"
4427,6/13/08,9/12/23,81,$252.94,"$20,488.14"
46239,3/10/16,5/18/24,81,$67.44,"$5,462.64"
49117,3/23/20,5/19/24,81,$68.52,"$5,550.12"
56387,10/18/19,5/9/24,81,$33.21,"$2,690.01"
6108,6/28/08,4/17/24,81,$51.48,"$4,169.88"
63385,9/5/13,5/17/24,81,$87.83,"$7,114.23"
76308,12/17/08,4/26/24,81,$52.28,"$4,234.68"
77018,9/20/09,5/1/24,81,$68.80,"$5,572.80"
77362,11/13/09,5/2/24,81,$84.67,"$6,858.27"
78840,1/1/13,5/17/24,81,$36.85,"$2,984.85"
81526,11/25/16,12/28/23,81,$14.09,"$1,141.29"
84660,12/31/10,12/31/23,81,$26.33,"$2,132.73"
85615,5/15/20,5/15/24,81,$61.36,"$4,970.16"
8629,4/22/16,3/22/24,81,$98.51,"$7,979.31"
89048,5/21/13,4/25/24,81,$27.41,"$2,220.21"
89701,11/21/08,3/15/24,81,$60.22,"$4,877.82"
90241,11/1/10,4/28/24,81,$34.09,"$2,761.29"
94937,11/30/14,11/1/22,81,$16.48,"$1,334.88"
95240,6/10/06,5/7/24,81,$107.98,"$8,746.38"
97071,10/12/09,5/1/24,81,$28.58,"$2,314.98"
98363,12/16/10,4/23/24,81,$39.74,"$3,218.94"
11434,4/25/07,5/7/24,82,$36.16,"$2,965.12"
12010,2/23/08,5/4/24,82,$75.38,"$6,181.16"
12047,12/18/11,5/6/24,82,$94.28,"$7,730.96"
12804,12/6/08,5/21/24,82,$57.07,"$4,679.74"
18925,8/10/06,4/26/24,82,$134.51,"$11,029.82"
19055,12/1/13,5/6/24,82,$37.85,"$3,103.70"
2053,12/18/07,5/20/24,82,$50.49,"$4,140.18"
20759,12/31/11,4/28/24,82,$159.70,"$13,095.40"
22604,1/7/18,5/3/24,82,$81.46,"$6,679.72"
23294,11/28/06,4/23/24,82,$88.13,"$7,226.66"
2816,8/9/10,5/12/24,82,$39.33,"$3,225.06"
28403,2/15/12,5/17/24,82,$79.89,"$6,550.98"
28730,12/20/17,5/16/24,82,$39.20,"$3,214.40"
2879,12/22/08,3/27/24,82,$61.96,"$5,080.72"
30248,11/20/12,4/18/24,82,$38.49,"$3,156.18"
30549,3/22/17,5/18/24,82,$41.93,"$3,438.26"
32118,3/11/10,5/9/24,82,$30.38,"$2,491.16"
33030,5/24/11,5/18/24,82,$39.93,"$3,274.26"
33179,4/22/10,5/12/24,82,$185.54,"$15,214.28"
33579,5/11/15,5/20/24,82,$70.50,"$5,781.00"
34608,12/8/09,5/10/24,82,$33.29,"$2,729.78"
38134,9/21/16,5/14/24,82,$136.45,"$11,188.90"
46815,12/31/07,5/15/24,82,$52.91,"$4,338.62"
46902,12/21/09,5/19/24,82,$33.79,"$2,770.78"
49048,12/3/09,5/10/24,82,$77.86,"$6,384.52"
49456,12/18/08,5/17/24,82,$82.82,"$6,791.24"
49683,6/29/10,4/28/24,82,$52.87,"$4,335.34"
58503,6/17/19,5/20/24,82,$56.83,"$4,660.06"
60543,11/22/12,5/14/24,82,$50.90,"$4,173.80"
63038,12/13/14,5/18/24,82,$64.88,"$5,320.16"
63126,12/22/17,5/18/24,82,$126.82,"$10,399.24"
64119,10/12/15,5/18/24,82,$25.24,"$2,069.68"
64134,6/27/06,4/17/24,82,$16.77,"$1,375.14"
6471,8/16/15,4/22/24,82,$41.89,"$3,434.98"
6883,4/6/13,5/10/24,82,$237.13,"$19,444.66"
7068,11/21/07,12/31/23,82,$216.23,"$17,730.86"
76008,11/12/15,5/15/24,82,$272.11,"$22,313.02"
80424,2/15/13,4/24/24,82,$79.94,"$6,555.08"
80521,12/23/08,5/8/24,82,$140.27,"$11,502.14"
8827,3/12/14,5/2/24,82,$55.96,"$4,588.72"
92277,9/10/16,5/18/24,82,$28.43,"$2,331.26"
92602,12/23/08,3/29/24,82,$121.66,"$9,976.12"
92704,12/25/13,5/16/24,82,$52.02,"$4,265.64"
94158,12/25/08,5/13/24,82,$62.80,"$5,149.60"
95138,11/17/08,5/2/24,82,$86.80,"$7,117.60"
97218,2/17/09,5/21/24,82,$51.52,"$4,224.64"
98466,12/30/10,4/21/24,82,$57.40,"$4,706.80"
98467,4/18/10,5/18/24,82,$120.30,"$9,864.60"
99203,4/8/09,5/17/24,82,$28.22,"$2,314.04"
99352,11/23/06,5/9/24,82,$42.75,"$3,505.50"
13820,11/13/09,5/18/24,83,$59.28,"$4,920.24"
17403,8/23/14,5/15/24,83,$61.51,"$5,105.33"
18013,3/25/20,5/15/24,83,$26.61,"$2,208.63"
19001,12/7/11,5/6/24,83,$108.37,"$8,994.71"
19081,12/31/09,4/24/24,83,$131.68,"$10,929.44"
2045,11/30/12,5/7/24,83,$168.64,"$13,997.12"
2081,11/22/06,5/20/24,83,$93.72,"$7,778.76"
2347,12/16/11,5/12/24,83,$79.71,"$6,615.93"
23607,1/17/18,5/7/24,83,$32.28,"$2,679.24"
27408,12/20/07,5/20/24,83,$55.90,"$4,639.70"
28469,6/19/14,5/21/24,83,$97.53,"$8,094.99"
30326,3/29/20,5/12/24,83,$47.11,"$3,910.13"
32506,12/8/16,4/25/24,83,$26.30,"$2,182.90"
32533,11/9/10,5/21/24,83,$69.83,"$5,795.89"
32773,1/16/12,5/18/24,83,$58.13,"$4,824.79"
33187,9/9/17,5/17/24,83,$169.52,"$14,070.16"
33812,12/30/14,4/23/24,83,$46.34,"$3,846.22"
33919,7/24/17,5/2/24,83,$43.01,"$3,569.83"
35126,12/22/09,5/9/24,83,$33.37,"$2,769.71"
39047,12/18/11,5/12/24,83,$81.02,"$6,724.66"
42001,9/19/08,4/26/24,83,$38.00,"$3,154.00"
44124,4/15/12,4/14/24,83,$324.00,"$26,892.00"
46350,11/21/12,5/3/24,83,$80.70,"$6,698.10"
46807,5/4/11,4/26/24,83,$18.43,"$1,529.69"
48047,12/29/08,5/17/24,83,$30.12,"$2,499.96"
5201,12/17/10,5/19/24,83,$57.75,"$4,793.25"
53036,12/27/16,4/25/24,83,$19.10,"$1,585.30"
53545,8/29/07,5/14/24,83,$28.93,"$2,401.19"
55340,5/30/08,5/11/24,83,$78.02,"$6,475.66"
60002,5/19/12,4/22/24,83,$47.52,"$3,944.16"
60631,12/22/11,5/15/24,83,$63.67,"$5,284.61"
61611,1/17/12,5/20/24,83,$53.37,"$4,429.71"
63110,12/23/08,5/12/24,83,$97.23,"$8,070.09"
74525,7/14/17,5/14/24,83,$20.00,"$1,660.00"
76208,6/1/06,4/29/24,83,$25.30,"$2,099.90"
77550,4/22/10,4/29/24,83,$96.20,"$7,984.60"
7760,5/17/13,5/21/24,83,$79.76,"$6,620.08"
78634,6/18/14,5/20/24,83,$49.67,"$4,122.61"
78654,6/22/08,4/14/24,83,$37.33,"$3,098.39"
7930,7/15/13,4/30/24,83,$490.90,"$40,744.70"
80205,11/7/09,5/19/24,83,$108.96,"$9,043.68"
85650,1/4/08,5/14/24,83,$51.27,"$4,255.41"
8859,10/2/17,5/19/24,83,$93.63,"$7,771.29"
90602,9/15/18,5/6/24,83,$23.21,"$1,926.43"
91303,7/29/14,5/13/24,83,$26.77,"$2,221.91"
95110,5/30/13,4/22/24,83,$166.80,"$13,844.40"
95401,7/1/11,5/19/24,83,$143.19,"$11,884.77"
12170,12/8/15,12/23/23,84,$41.05,"$3,448.20"
12184,8/8/12,5/3/24,84,$32.82,"$2,756.88"
12304,7/26/12,4/26/24,84,$28.63,"$2,404.92"
15202,12/18/11,5/15/24,84,$31.15,"$2,616.60"
17552,4/3/20,4/26/24,84,$161.32,"$13,550.88"
19025,11/20/07,5/18/24,84,$346.46,"$29,102.64"
19311,3/24/20,5/13/24,84,$43.57,"$3,659.88"
19939,12/10/08,5/19/24,84,$68.89,"$5,786.76"
22812,12/16/14,5/20/24,84,$52.90,"$4,443.60"
2451,12/20/16,5/17/24,84,$149.33,"$12,543.72"
2633,4/16/20,5/18/24,84,$117.20,"$9,844.80"
30907,12/4/12,5/17/24,84,$64.48,"$5,416.32"
31312,2/20/18,5/12/24,84,$23.45,"$1,969.80"
32550,11/27/09,5/3/24,84,$834.04,"$70,059.36"
33449,5/29/19,5/21/24,84,$81.74,"$6,866.16"
33597,2/25/14,4/30/24,84,$11.13,$934.92
33703,12/18/08,5/7/24,84,$103.33,"$8,679.72"
33713,12/6/07,5/18/24,84,$85.63,"$7,192.92"
34210,12/29/06,5/9/24,84,$35.96,"$3,020.64"
34471,6/1/06,5/9/24,84,$67.83,"$5,697.72"
37127,11/20/17,5/20/24,84,$17.14,"$1,439.76"
46311,10/24/07,4/26/24,84,$40.99,"$3,443.16"
48185,6/6/13,5/13/24,84,$27.24,"$2,288.16"
48359,9/9/13,5/20/24,84,$19.59,"$1,645.56"
49125,12/16/09,5/12/24,84,$49.17,"$4,130.28"
53402,3/25/08,4/30/24,84,$229.23,"$19,255.32"
5464,7/10/17,5/10/24,84,$31.48,"$2,644.32"
55441,10/6/12,4/30/24,84,$38.63,"$3,244.92"
6477,12/5/11,12/31/23,84,$180.36,"$15,150.24"
7086,11/15/08,5/8/24,84,$183.57,"$15,419.88"
75189,12/19/07,5/20/24,84,$85.76,"$7,203.84"
7924,11/4/11,5/11/24,84,$219.17,"$18,410.28"
80817,12/3/12,5/21/24,84,$31.08,"$2,610.72"
80922,5/17/11,5/4/24,84,$105.07,"$8,825.88"
87557,9/24/14,5/19/24,84,$31.88,"$2,677.92"
92054,12/3/14,5/19/24,84,$78.46,"$6,590.64"
95816,12/29/09,5/13/24,84,$98.48,"$8,272.32"
95966,12/15/15,5/21/24,84,$22.25,"$1,869.00"
1085,12/12/13,5/13/24,85,$85.95,"$7,305.75"
14036,3/18/16,4/26/24,85,$42.06,"$3,575.10"
14094,7/2/10,5/21/24,85,$66.42,"$5,645.70"
17361,5/7/16,5/4/24,85,$17.06,"$1,450.10"
19125,12/23/08,5/17/24,85,$81.51,"$6,928.35"
19333,12/22/13,4/29/24,85,$104.76,"$8,904.60"
20690,12/16/20,4/27/24,85,$52.24,"$4,440.40"
23230,4/19/18,5/17/24,85,$40.88,"$3,474.80"
2368,2/20/14,5/3/24,85,$26.86,"$2,283.10"
27596,12/2/11,5/21/24,85,$29.11,"$2,474.35"
2903,12/28/06,5/21/24,85,$97.75,"$8,308.75"
30141,12/8/11,4/3/24,85,$27.53,"$2,340.05"
3104,5/12/08,5/6/24,85,$96.54,"$8,205.90"
32129,12/30/09,5/1/24,85,$45.98,"$3,908.30"
3216,7/30/08,3/29/20,85,$72.35,"$6,149.75"
3235,12/4/06,5/20/24,85,$29.71,"$2,525.35"
34474,5/17/15,5/21/24,85,$24.97,"$2,122.45"
38120,12/16/08,5/5/24,85,$103.35,"$8,784.75"
38135,8/25/12,5/5/24,85,$76.41,"$6,494.85"
40059,5/15/07,5/17/24,85,$46.71,"$3,970.35"
44111,4/15/10,4/12/24,85,$135.28,"$11,498.80"
48207,9/11/17,4/30/24,85,$60.28,"$5,123.80"
49127,12/16/09,12/7/23,85,$95.94,"$8,154.90"
49315,7/30/17,5/17/24,85,$158.94,"$13,509.90"
53110,12/26/06,4/29/24,85,$28.18,"$2,395.30"
53220,11/17/13,5/19/24,85,$84.77,"$7,205.45"
54130,12/6/13,5/9/24,85,$81.52,"$6,929.20"
55021,12/24/08,5/20/24,85,$42.76,"$3,634.60"
57106,7/3/11,5/16/24,85,$38.41,"$3,264.85"
59801,11/25/09,5/3/24,85,$86.86,"$7,383.10"
61401,10/15/11,4/7/24,85,$61.13,"$5,196.05"
6357,8/3/12,4/26/24,85,$78.53,"$6,675.05"
75165,1/3/12,5/11/24,85,$130.99,"$11,134.15"
7719,11/26/09,5/16/24,85,$84.88,"$7,214.80"
86303,12/26/15,3/31/24,85,$50.46,"$4,289.10"
89129,12/29/06,5/19/24,85,$62.20,"$5,287.00"
92806,11/26/08,5/18/24,85,$88.06,"$7,485.10"
96815,11/26/10,5/14/24,85,$583.20,"$49,572.00"
97045,12/21/11,3/22/24,85,$98.65,"$8,385.25"
97321,12/17/09,4/30/24,85,$43.88,"$3,729.80"
98005,6/27/06,5/4/24,85,$92.46,"$7,859.10"
98271,12/25/08,5/9/24,85,$61.86,"$5,258.10"
12144,5/5/15,5/19/24,86,$305.35,"$26,260.10"
15438,11/20/06,10/5/14,86,$23.49,"$2,020.14"
18603,3/12/13,5/21/24,86,$66.45,"$5,714.70"
21206,12/30/09,5/12/24,86,$61.51,"$5,289.86"
2171,12/22/16,5/11/24,86,$84.53,"$7,269.58"
27105,6/7/10,4/25/24,86,$21.87,"$1,880.82"
2809,12/29/14,3/8/24,86,$181.37,"$15,597.82"
32060,9/6/12,5/2/24,86,$37.67,"$3,239.62"
32541,4/1/12,5/5/24,86,$45.44,"$3,907.84"
32703,5/9/09,5/12/24,86,$195.95,"$16,851.70"
33004,5/30/07,5/14/24,86,$71.34,"$6,135.24"
34982,4/9/13,1/19/24,86,$20.35,"$1,750.10"
37130,12/4/06,5/19/24,86,$37.60,"$3,233.60"
37416,11/1/10,4/23/24,86,$38.22,"$3,286.92"
39759,8/29/07,5/20/24,86,$71.61,"$6,158.46"
40245,12/20/12,5/7/24,86,$49.66,"$4,270.76"
43553,7/12/16,4/26/24,86,$20.00,"$1,720.00"
48191,12/6/12,5/5/24,86,$11.86,"$1,019.96"
48328,12/23/08,12/29/23,86,$49.13,"$4,225.18"
48623,10/12/09,5/20/24,86,$59.83,"$5,145.38"
48642,1/13/13,5/19/24,86,$79.01,"$6,794.86"
52804,6/11/13,3/27/24,86,$34.00,"$2,924.00"
60617,12/17/07,5/20/24,86,$33.21,"$2,856.06"
64052,11/24/14,5/21/24,86,$57.99,"$4,987.14"
64116,10/20/08,5/15/24,86,$32.33,"$2,780.38"
67206,12/16/09,5/5/24,86,$110.49,"$9,502.14"
7054,11/15/06,5/20/24,86,$483.19,"$41,554.34"
7202,1/30/16,5/15/24,86,$66.86,"$5,749.96"
7456,12/14/16,5/14/24,86,$37.62,"$3,235.32"
76049,11/21/07,5/18/24,86,$95.02,"$8,171.72"
80012,8/8/08,5/10/24,86,$91.33,"$7,854.38"
80435,10/12/18,5/12/24,86,$121.27,"$10,429.22"
8251,3/31/20,5/17/24,86,$21.10,"$1,814.60"
84737,12/26/06,5/14/24,86,$46.01,"$3,956.86"
85015,12/30/09,5/21/24,86,$28.33,"$2,436.38"
90047,6/7/11,4/23/24,86,$33.08,"$2,844.88"
93720,7/15/09,1/14/24,86,$57.99,"$4,987.14"
95076,12/9/07,5/9/24,86,$183.63,"$15,792.18"
95117,12/31/08,5/18/24,86,$61.22,"$5,264.92"
97070,7/22/11,5/4/24,86,$44.09,"$3,791.74"
11249,6/21/12,5/19/24,87,$127.45,"$11,088.15"
12118,3/29/20,5/10/24,87,$54.08,"$4,704.96"
15146,9/24/09,5/1/24,87,$29.38,"$2,556.06"
17036,8/6/09,5/8/24,87,$106.72,"$9,284.64"
17349,12/22/18,4/27/24,87,$30.69,"$2,670.03"
18011,8/16/12,5/20/24,87,$42.21,"$3,672.27"
18350,12/20/11,4/21/24,87,$36.85,"$3,205.95"
1887,12/14/11,4/24/24,87,$63.39,"$5,514.93"
21037,6/13/06,5/5/24,87,$122.24,"$10,634.88"
23324,3/7/13,4/21/24,87,$13.05,"$1,135.35"
24551,5/11/09,1/8/24,87,$58.98,"$5,131.26"
30650,4/14/20,5/10/24,87,$43.07,"$3,747.09"
32136,11/8/11,5/18/24,87,$208.74,"$18,160.38"
3246,12/14/06,4/19/24,87,$45.69,"$3,975.03"
33406,5/26/19,5/9/24,87,$74.01,"$6,438.87"
37355,11/4/10,5/10/24,87,$26.51,"$2,306.37"
3894,11/25/12,12/31/23,87,$133.54,"$11,617.98"
48101,7/2/18,5/19/24,87,$22.99,"$2,000.13"
48312,11/21/18,5/21/24,87,$30.01,"$2,610.87"
60585,6/7/13,5/17/24,87,$91.78,"$7,984.86"
61107,4/24/13,5/11/24,87,$58.97,"$5,130.39"
72143,3/15/19,5/15/24,87,$23.30,"$2,027.10"
74800,12/14/20,5/14/24,87,$84.48,"$7,349.76"
78257,11/20/11,5/19/24,87,$94.22,"$8,197.14"
8005,12/16/11,5/3/24,87,$59.80,"$5,202.60"
81620,9/30/17,5/21/24,87,$84.77,"$7,374.99"
82001,12/30/09,5/18/24,87,$43.55,"$3,788.85"
85302,11/18/11,5/15/24,87,$84.62,"$7,361.94"
90303,6/2/18,5/16/24,87,$66.45,"$5,781.15"
92866,6/28/11,5/9/24,87,$110.23,"$9,590.01"
9468,3/31/16,5/5/24,87,$173.84,"$15,124.08"
95632,6/19/08,5/20/24,87,$31.90,"$2,775.30"
98828,4/25/17,5/2/24,87,$25.75,"$2,240.25"
10465,7/24/12,5/21/24,88,$60.17,"$5,294.96"
11105,5/18/16,4/7/24,88,$53.25,"$4,686.00"
11952,12/23/13,5/12/24,88,$178.18,"$15,679.84"
1226,4/9/20,5/18/24,88,$27.56,"$2,425.28"
14626,12/15/08,4/22/24,88,$103.66,"$9,122.08"
19462,8/11/18,4/25/24,88,$130.40,"$11,475.20"
2072,5/24/12,5/13/24,88,$102.14,"$8,988.32"
30536,12/8/16,11/28/23,88,$14.44,"$1,270.72"
32578,12/28/13,5/18/24,88,$131.68,"$11,587.84"
32934,12/2/13,5/2/24,88,$46.80,"$4,118.40"
33462,1/8/08,2/2/24,88,$153.17,"$13,478.96"
33772,11/28/17,5/20/24,88,$48.82,"$4,296.16"
34207,5/22/16,5/21/24,88,$17.26,"$1,518.88"
37377,12/23/08,5/21/24,88,$149.90,"$13,191.20"
3743,10/24/19,11/28/23,88,$39.83,"$3,505.04"
3909,12/13/07,5/19/24,88,$38.18,"$3,359.84"
40359,12/17/17,5/20/24,88,$31.08,"$2,735.04"
43021,10/17/09,5/14/24,88,$142.73,"$12,560.24"
43326,12/30/16,5/3/24,88,$803.75,"$70,730.00"
44133,5/11/10,4/15/24,88,$24.73,"$2,176.24"
44830,10/28/18,5/16/24,88,$30.59,"$2,691.92"
53225,1/8/17,5/5/24,88,$142.99,"$12,583.12"
54636,6/8/15,5/17/24,88,$41.76,"$3,674.88"
55427,11/29/09,2/27/24,88,$74.89,"$6,590.32"
60487,12/30/09,5/16/24,88,$82.43,"$7,253.84"
64118,12/13/07,5/14/24,88,$40.61,"$3,573.68"
68134,12/13/12,5/12/24,88,$44.58,"$3,923.04"
7014,4/15/13,3/17/24,88,$145.53,"$12,806.64"
70605,11/27/18,5/16/24,88,$62.80,"$5,526.40"
73105,4/3/15,5/21/24,88,$26.48,"$2,330.24"
7461,11/18/11,5/15/24,88,$76.97,"$6,773.36"
77304,1/11/10,5/11/24,88,$36.07,"$3,174.16"
83301,6/4/14,5/7/24,88,$23.18,"$2,039.84"
90247,11/6/09,5/18/24,88,$31.10,"$2,736.80"
91605,12/5/11,5/7/24,88,$129.89,"$11,430.32"
95111,4/7/14,5/3/24,88,$35.35,"$3,110.80"
98282,12/18/06,5/20/24,88,$77.53,"$6,822.64"
11203,12/23/08,5/9/24,89,$23.09,"$2,055.01"
13440,12/15/07,5/11/24,89,$42.64,"$3,794.96"
14847,1/13/16,6/22/23,89,$41.19,"$3,665.91"
15201,12/30/19,4/30/24,89,$23.88,"$2,125.32"
16001,11/2/07,5/20/24,89,$74.21,"$6,604.69"
19031,11/19/09,5/12/24,89,$51.72,"$4,603.08"
2129,1/5/09,5/21/24,89,$125.22,"$11,144.58"
23030,12/22/12,4/30/24,89,$54.04,"$4,809.56"
2494,6/13/07,5/15/24,89,$132.22,"$11,767.58"
28301,4/8/20,5/16/24,89,$38.57,"$3,432.73"
29205,11/23/06,5/10/24,89,$60.34,"$5,370.26"
33613,8/14/18,5/9/24,89,$46.15,"$4,107.35"
35756,12/12/14,5/9/24,89,$53.54,"$4,765.06"
37821,4/27/16,5/15/24,89,$66.16,"$5,888.24"
38632,6/28/06,5/6/24,89,$37.06,"$3,298.34"
46148,7/19/12,5/13/24,89,$17.30,"$1,539.70"
47803,10/11/07,12/29/23,89,$36.52,"$3,250.28"
48116,12/5/08,3/25/24,89,$84.44,"$7,515.16"
48128,4/21/20,5/20/24,89,$118.19,"$10,518.91"
